Event,ExecTime(ms),VectorSize
Total Exec Time,439.785,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.32522,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.918,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067719,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3579,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.441,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.97038,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.93,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067535,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.501,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.9744,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.942,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.06778,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.359,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.523,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.0576,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.927,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067565,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3591,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.454,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.98268,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.925,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067749,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.975,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.45655,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.93,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.069061,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3576,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,441.248,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.79557,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.918,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.068664,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3582,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,441.665,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,5.2061,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.921,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.068756,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3581,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.764,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.305,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.926,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067566,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3581,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.985,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.468,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.94,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.067566,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.359,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.966,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.45389,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.936,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.068847,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3591,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,439.68,2097152,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.20573,2097152,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,366.937,2097152,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.068664,2097152,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,69.3588,2097152,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.889,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.07533,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.721,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.127686,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.369,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.55268,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.721,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128724,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.415,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.63372,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.72,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.12854,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.304,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.50411,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.719,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.12799,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.813,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.951,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.1469,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.721,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.131286,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.244,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.43001,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.72,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.127381,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.096,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.27752,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.719,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128662,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.998,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.22228,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.714,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128662,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.956,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.19022,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.711,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128967,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.668,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.90422,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.707,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.127564,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.891,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.12819,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.705,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.127747,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.256,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.45074,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.711,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128479,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.813,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.868,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.09798,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.703,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128906,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.999,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.22856,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.703,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.129029,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.815,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.018,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.24143,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.702,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.130432,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.815,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.223,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.45066,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.703,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.129089,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.813,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.956,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.1966,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.702,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.129029,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.958,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.18723,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.705,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128845,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.285,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.48197,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.708,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128906,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.815,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.884,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.07962,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.709,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128662,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.813,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.839,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.07542,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.708,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.127624,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.988,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.21087,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.709,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128784,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.596,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.82538,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.712,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.129028,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.838,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.05257,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.712,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.12915,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.815,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.643,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.84523,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.713,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.130798,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,884.319,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.50436,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.716,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128601,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.813,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.932,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.16077,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.711,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.12793,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.813,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.895,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.11784,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.715,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.129028,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.814,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,883.046,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.2658,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.713,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.128845,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.813,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,882.571,4194304,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.8079,4194304,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,739.707,4194304,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.12854,4194304,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,139.813,4194304,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1763.13,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.72071,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.38,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.253906,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.61,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.22934,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.37,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.251342,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.94,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.54275,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.36,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.248901,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.78,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.42724,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.35,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.250366,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.41,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.05185,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.36,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.250122,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.75,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.42146,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.32,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.251221,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1784.02,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,24.6604,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.36,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.249878,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.3,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,2.92763,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.37,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.249878,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.625,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.74,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.31146,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.38,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.254028,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.41,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.02264,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.39,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.249878,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.96,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.54135,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.4,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.251953,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1763.5,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,4.10883,8388608,NVIDIA GeForce RTX 2080 Ti
Enqueue Kernel Exec Time,1479.38,8388608,NVIDIA GeForce RTX 2080 Ti
Add Kernel Exec Time,0.249878,8388608,NVIDIA GeForce RTX 2080 Ti
Shutdown Kernel Exec Time,279.624,8388608,NVIDIA GeForce RTX 2080 Ti
Total Exec Time,1762.75,8388608,NVIDIA GeForce RTX 2080 Ti
Memory Setup Time,3.32235,8388608,NVIDIA GeForce RTX 2080 Ti
